,Year,Week,SMN,SMT,VCI,TCI,VHI
68,1982,52.0,0.034,257.75,23.36,55.29,39.32
69,1983,1.0,0.032,257.7,24.44,53.37,38.9
70,1983,2.0,0.028999999999999998,257.9,25.25,51.0,38.13
71,1983,3.0,0.03,257.78,26.98,50.43,38.7
72,1983,4.0,0.032,258.1,28.94,48.96,38.95
73,1983,5.0,0.034,259.35,29.45,46.67,38.06
74,1983,6.0,0.033,259.9,26.99,49.26,38.13
75,1983,7.0,0.034,261.24,24.47,51.16,37.81
76,1983,8.0,0.039,263.23,24.33,52.29,38.31
77,1983,9.0,0.045,266.49,25.49,51.57,38.53
78,1983,10.0,0.055,270.74,25.41,48.47,36.94
79,1983,11.0,0.066,275.56,26.21,39.53,32.87
80,1983,12.0,0.081,280.24,28.81,32.5,30.66
81,1983,13.0,0.102,285.09,34.61,23.88,29.24
82,1983,14.0,0.126,289.05,39.29,17.58,28.44
83,1983,15.0,0.149,291.9,40.79,15.94,28.37
84,1983,16.0,0.172,293.75,40.62,18.77,29.69
85,1983,17.0,0.198,295.46,40.81,22.27,31.54
86,1983,18.0,0.22899999999999998,297.06,42.16,25.56,33.86
87,1983,19.0,0.26,297.72,41.78,34.54,38.16
88,1983,20.0,0.287,298.42,39.69,38.84,39.26
89,1983,21.0,0.308,299.2,37.37,39.34,38.35
90,1983,22.0,0.325,299.52,32.99,41.27,37.13
91,1983,23.0,0.335,299.24,27.12,45.88,36.5
92,1983,24.0,0.33399999999999996,298.71,20.35,52.98,36.66
93,1983,25.0,0.33,298.67,17.75,56.87,37.31
94,1983,26.0,0.326,298.6,17.42,59.67,38.54
95,1983,27.0,0.317,298.39,16.08,62.29,39.18
96,1983,28.0,0.298,297.73,12.73,67.89,40.31
97,1983,29.0,0.276,297.07,9.98,74.19,42.09
98,1983,30.0,0.251,296.15,8.9,81.46,45.18
99,1983,31.0,0.242,295.59,10.67,84.59,47.63
100,1983,32.0,0.244,295.62,15.1,82.93,49.02
101,1983,33.0,0.251,295.95,22.64,78.93,50.79
102,1983,34.0,0.257,296.38,31.47,71.97,51.72
103,1983,35.0,0.26,296.95,41.21,57.38,49.29
104,1983,36.0,0.253,296.37,45.64,47.15,46.39
105,1983,37.0,0.24,295.78,46.71,34.07,40.39
106,1983,38.0,0.226,294.85,47.17,24.5,35.84
107,1983,39.0,0.212,292.95,46.36,24.47,35.41
108,1983,40.0,0.19899999999999998,290.88,45.66,23.77,34.72
109,1983,41.0,0.18,288.39,43.94,23.89,33.91
110,1983,42.0,0.16,285.5,42.66,26.73,34.7
111,1983,43.0,0.135,282.26,39.26,33.15,36.21
112,1983,44.0,0.113,278.77,35.66,34.08,34.87
113,1983,45.0,0.098,275.77,33.93,33.87,33.9
114,1983,46.0,0.086,272.8,33.52,36.34,34.93
115,1983,47.0,0.076,269.49,34.03,42.62,38.33
116,1983,48.0,0.071,267.11,37.31,45.07,41.19
117,1983,49.0,0.064,264.99,39.36,46.29,42.83
118,1983,50.0,0.057999999999999996,263.06,39.88,46.15,43.02
119,1983,51.0,0.053,260.54,39.79,49.58,44.68
120,1983,52.0,0.048,257.92,36.98,54.6,45.79
121,1984,1.0,0.046,256.24,37.53,58.2,47.86
122,1984,2.0,0.043,255.14,38.25,60.09,49.17
123,1984,3.0,0.042,254.22,37.65,61.55,49.6
124,1984,4.0,0.04,254.28,35.17,60.16,47.66
125,1984,5.0,0.036000000000000004,255.34,31.36,57.99,44.68
126,1984,6.0,0.034,255.72,27.76,60.86,44.31
127,1984,7.0,0.033,256.13,23.94,65.43,44.68
128,1984,8.0,0.034,256.57,21.81,71.24,46.52
129,1984,9.0,0.035,258.29,20.1,76.09,48.1
130,1984,10.0,0.038,261.15,16.93,78.87,47.9
131,1984,11.0,0.043,265.13,15.51,74.47,44.99
132,1984,12.0,0.055,270.78,16.98,65.77,41.37
133,1984,13.0,0.069,276.68,19.64,55.32,37.48
134,1984,14.0,0.08800000000000001,282.48,22.87,44.83,33.85
135,1984,15.0,0.109,286.9,24.83,40.79,32.81
136,1984,16.0,0.132,289.74,25.18,43.42,34.3
137,1984,17.0,0.16,292.34,26.41,45.61,36.01
138,1984,18.0,0.19399999999999998,294.24,29.09,49.15,39.12
139,1984,19.0,0.23600000000000002,295.04,32.01,58.86,45.44
140,1984,20.0,0.275,295.75,34.42,63.26,48.84
141,1984,21.0,0.31,296.32,37.34,65.01,51.17
142,1984,22.0,0.33799999999999997,296.24,38.19,69.47,53.83
143,1984,23.0,0.358,295.71,38.62,75.41,57.01
144,1984,24.0,0.376,295.47,43.11,80.24,61.67
145,1984,25.0,0.392,295.72,52.09,81.97,67.03
146,1984,26.0,0.401,295.74,57.89,83.75,70.82
147,1984,27.0,0.40299999999999997,295.98,60.62,82.67,71.65
148,1984,28.0,0.401,296.31,62.82,80.08,71.45
149,1984,29.0,0.39399999999999996,296.46,63.25,79.94,71.6
150,1984,30.0,0.382,296.47,63.29,79.7,71.49
151,1984,31.0,0.366,296.21,62.39,80.21,71.3
152,1984,32.0,0.355,296.15,63.92,79.0,71.46
153,1984,33.0,0.344,295.75,66.23,81.0,73.61
154,1984,34.0,0.331,295.27,68.03,82.52,75.28
155,1984,35.0,0.315,294.54,68.97,81.49,75.23
156,1984,36.0,0.294,293.73,66.94,75.96,71.45
157,1984,37.0,0.27399999999999997,293.06,65.17,65.1,65.13
158,1984,38.0,0.25,291.98,59.67,56.87,58.27
159,1984,39.0,0.223,290.25,52.15,54.06,53.1
160,1984,40.0,0.20199999999999999,288.11,47.64,54.08,50.86
161,1984,41.0,0.18600000000000003,285.82,46.86,51.37,49.12
162,1984,42.0,0.16899999999999998,283.54,47.12,45.89,46.5
163,1984,43.0,0.146,280.93,44.58,43.85,44.22
164,1984,44.0,0.122,278.11,40.52,38.49,39.51
165,1984,45.0,0.10400000000000001,275.14,37.48,37.49,37.48
166,1984,46.0,0.08800000000000001,272.31,35.18,38.96,37.07
167,1984,47.0,0.078,270.37,35.96,38.39,37.17
168,1984,48.0,0.07400000000000001,269.04,39.66,36.24,37.95
169,1984,49.0,0.07200000000000001,269.36,46.23,27.48,36.85
170,1985,9.0,0.024,268.84,14.0,44.11,29.05
171,1985,10.0,0.023,269.82,9.64,51.18,30.41
172,1985,11.0,0.027000000000000003,271.59,7.74,52.77,30.26
173,1985,12.0,0.034,274.58,7.51,52.32,29.91
174,1985,13.0,0.047,278.89,9.69,46.98,28.33
175,1985,14.0,0.065,283.23,13.36,41.66,27.51
176,1985,15.0,0.08900000000000001,286.74,17.31,41.62,29.46
177,1985,16.0,0.11800000000000001,289.53,20.65,44.43,32.54
178,1985,17.0,0.156,291.87,25.65,48.92,37.28
179,1985,18.0,0.196,293.36,30.33,56.57,43.45
180,1985,19.0,0.237,295.09,32.71,58.59,45.65
181,1985,20.0,0.26899999999999996,295.96,32.44,61.45,46.95
182,1985,21.0,0.3,295.71,33.15,70.76,51.95
183,1985,22.0,0.32799999999999996,295.63,33.73,75.1,54.41
184,1985,23.0,0.348,295.23,33.58,80.23,56.91
185,1985,24.0,0.36200000000000004,294.57,35.18,88.68,61.93
186,1985,25.0,0.374,294.56,41.69,92.3,67.0
187,1985,26.0,0.38,294.66,46.72,93.24,69.98
188,1985,27.0,0.381,294.82,49.23,92.81,71.02
189,1985,28.0,0.38,295.27,52.27,89.28,70.78
190,1985,29.0,0.381,295.92,57.11,85.2,71.15
191,1985,30.0,0.38,296.55,62.48,79.44,70.96
192,1985,31.0,0.374,297.45,65.65,69.83,67.74
193,1985,32.0,0.364,298.04,68.07,62.76,65.41
194,1985,33.0,0.349,298.29,68.65,58.51,63.58
195,1985,34.0,0.33,298.07,67.53,56.53,62.03
196,1985,35.0,0.309,297.52,66.42,52.16,59.29
197,1985,36.0,0.285,296.21,62.52,49.26,55.89
198,1985,37.0,0.26,294.47,57.69,49.24,53.47
199,1985,38.0,0.23800000000000002,292.81,53.48,47.66,50.57
200,1985,39.0,0.215,290.87,47.89,46.97,47.43
201,1985,40.0,0.18600000000000003,288.36,39.87,50.75,45.31
202,1985,41.0,0.163,285.35,36.12,55.68,45.9
203,1985,42.0,0.14,282.83,33.86,52.74,43.3
204,1985,43.0,0.12,280.72,32.88,45.46,39.17
205,1985,44.0,0.105,277.73,32.37,40.73,36.55
206,1985,45.0,0.087,274.36,28.79,41.74,35.26
207,1985,46.0,0.066,270.66,23.36,47.45,35.41
208,1985,47.0,0.047,266.8,17.16,55.77,36.47
209,1985,48.0,0.037000000000000005,262.35,14.65,66.95,40.8
210,1985,49.0,0.032,257.8,13.94,76.92,45.43
211,1985,50.0,0.027000000000000003,254.2,11.11,81.9,46.5
212,1985,51.0,0.024,252.39,11.91,80.14,46.02
213,1985,52.0,0.023,250.7,12.18,79.48,45.83
214,1986,1.0,0.022000000000000002,249.64,15.86,80.44,48.15
215,1986,2.0,0.022000000000000002,249.98,19.43,77.44,48.44
216,1986,3.0,0.022000000000000002,252.58,20.12,67.29,43.7
217,1986,4.0,0.021,255.15,19.66,58.23,38.94
218,1986,5.0,0.02,256.39,18.51,55.52,37.01
219,1986,6.0,0.019,258.32,16.34,53.78,35.06
220,1986,7.0,0.018000000000000002,261.14,13.45,51.31,32.38
221,1986,8.0,0.018000000000000002,263.59,12.27,51.0,31.63
222,1986,9.0,0.02,265.97,12.11,53.09,32.6
223,1986,10.0,0.023,269.01,9.31,54.14,31.72
224,1986,11.0,0.032,273.78,10.0,45.69,27.84
225,1986,12.0,0.047,279.48,13.22,35.25,24.23
226,1986,13.0,0.066,284.7,18.05,25.42,21.74
227,1986,14.0,0.094,288.38,25.44,20.51,22.97
228,1986,15.0,0.126,291.71,31.5,17.1,24.3
229,1986,16.0,0.158,294.35,34.6,15.28,24.94
230,1986,17.0,0.196,296.13,39.49,17.31,28.4
231,1986,18.0,0.237,297.47,44.54,22.07,33.3
232,1986,19.0,0.271,298.93,44.83,23.4,34.11
233,1986,20.0,0.3,300.45,44.16,20.27,32.22
234,1986,21.0,0.324,301.23,43.13,21.42,32.28
235,1986,22.0,0.342,301.67,40.18,22.88,31.53
236,1986,23.0,0.35,301.82,33.97,24.15,29.06
237,1986,24.0,0.35,301.73,28.48,27.47,27.97
238,1986,25.0,0.348,301.73,27.01,30.7,28.86
239,1986,26.0,0.33899999999999997,301.58,23.94,34.4,29.17
240,1986,27.0,0.33,301.32,22.51,37.54,30.02
241,1986,28.0,0.32,301.19,23.49,39.0,31.25
242,1986,29.0,0.312,301.48,25.73,36.86,31.29
243,1986,30.0,0.307,302.09,31.75,30.82,31.28
244,1986,31.0,0.301,302.81,34.67,23.39,29.03
245,1986,32.0,0.289,302.83,34.22,20.67,27.44
246,1986,33.0,0.275,302.8,33.3,17.94,25.62
247,1986,34.0,0.256,302.29,30.64,16.96,23.8
248,1986,35.0,0.233,301.5,27.19,12.86,20.03
249,1986,36.0,0.207,299.78,21.71,11.13,16.42
250,1986,37.0,0.185,297.47,17.54,15.19,16.36
251,1986,38.0,0.165,294.88,15.03,24.23,19.63
252,1986,39.0,0.14400000000000002,292.16,11.22,32.68,21.95
253,1986,40.0,0.121,288.91,7.19,44.2,25.7
254,1986,41.0,0.09699999999999999,285.51,4.2,53.03,28.62
255,1986,42.0,0.07200000000000001,282.21,2.0,57.47,29.74
256,1986,43.0,0.051,277.72,0.86,68.46,34.66
257,1986,44.0,0.037000000000000005,273.03,0.4,71.13,35.76
258,1986,45.0,0.028999999999999998,269.48,0.15,69.57,34.86
259,1986,46.0,0.023,267.51,0.09,63.97,32.03
260,1986,47.0,0.018000000000000002,265.72,0.12,61.12,30.62
261,1986,48.0,0.015,263.96,0.22,59.85,30.03
262,1986,49.0,0.013999999999999999,261.49,0.35,61.44,30.89
263,1986,50.0,0.017,258.86,1.77,63.55,32.66
264,1986,51.0,0.02,256.35,7.28,65.75,36.52
265,1986,52.0,0.021,254.23,11.0,67.84,39.42
266,1987,1.0,0.022000000000000002,251.75,16.18,74.23,45.2
267,1987,2.0,0.022000000000000002,250.5,19.5,76.36,47.93
268,1987,3.0,0.021,250.27,19.4,74.98,47.19
269,1987,4.0,0.018000000000000002,250.48,17.23,72.62,44.92
270,1987,5.0,0.015,250.58,15.01,72.87,43.94
271,1987,6.0,0.013999999999999999,251.71,13.06,72.91,42.98
272,1987,7.0,0.013000000000000001,253.86,10.39,72.15,41.27
273,1987,8.0,0.013000000000000001,255.52,9.3,74.27,41.79
274,1987,9.0,0.013999999999999999,257.37,8.53,78.76,43.64
275,1987,10.0,0.015,258.49,5.28,87.21,46.24
276,1987,11.0,0.017,260.46,2.88,89.89,46.39
277,1987,12.0,0.021,263.04,1.28,92.24,46.76
278,1987,13.0,0.027000000000000003,266.35,0.52,92.5,46.51
279,1987,14.0,0.034,269.73,0.25,95.3,47.77
280,1987,15.0,0.045,274.67,0.23,97.28,48.75
281,1987,16.0,0.064,280.32,0.35,95.48,47.91
282,1987,17.0,0.085,286.27,0.36,87.83,44.09
283,1987,18.0,0.11,290.32,0.33,81.12,40.73
284,1987,19.0,0.147,293.22,0.46,75.92,38.19
285,1987,20.0,0.185,295.38,0.58,67.37,33.98
286,1987,21.0,0.222,296.74,1.12,62.35,31.73
287,1987,22.0,0.262,297.71,3.11,58.02,30.57
288,1987,23.0,0.303,298.16,10.03,56.23,33.13
289,1987,24.0,0.341,298.94,23.58,52.29,37.93
290,1987,25.0,0.373,299.58,41.17,50.01,45.59
291,1987,26.0,0.39299999999999996,299.9,54.11,49.48,51.8
292,1987,27.0,0.39799999999999996,300.09,58.35,49.0,53.67
293,1987,28.0,0.39399999999999996,300.21,59.46,48.28,53.87
294,1987,29.0,0.382,300.26,57.47,48.24,52.86
295,1987,30.0,0.363,299.9,55.62,50.7,53.16
296,1987,31.0,0.345,298.89,53.47,57.86,55.66
297,1987,32.0,0.33399999999999996,298.2,54.62,61.75,58.19
298,1987,33.0,0.32299999999999995,297.57,56.1,65.29,60.7
299,1987,34.0,0.309,296.9,57.07,67.66,62.37
300,1987,35.0,0.293,296.15,57.67,65.83,61.75
301,1987,36.0,0.275,295.07,56.99,61.49,59.24
302,1987,37.0,0.253,293.45,53.93,60.97,57.45
303,1987,38.0,0.22899999999999998,291.74,48.97,59.88,54.43
304,1987,39.0,0.204,289.75,42.95,59.4,51.17
305,1987,40.0,0.179,287.35,37.1,62.1,49.6
306,1987,41.0,0.156,284.32,33.55,66.91,50.23
307,1987,42.0,0.131,280.56,30.28,74.67,52.48
308,1987,43.0,0.10400000000000001,276.24,25.82,80.64,53.23
309,1987,44.0,0.081,270.4,21.45,87.18,54.32
310,1987,45.0,0.065,265.68,18.09,89.73,53.91
311,1987,46.0,0.052000000000000005,262.52,16.23,88.52,52.38
312,1987,47.0,0.045,260.91,16.41,83.21,49.81
313,1987,48.0,0.04,260.44,16.76,75.09,45.93
314,1987,49.0,0.038,260.59,19.1,65.03,42.07
315,1987,50.0,0.035,260.84,19.16,55.49,37.33
316,1987,51.0,0.033,260.82,20.44,48.92,34.68
317,1987,52.0,0.034,260.03,23.33,47.95,35.64
318,1988,1.0,0.036000000000000004,259.09,28.18,49.42,38.8
319,1988,2.0,0.036000000000000004,258.37,31.46,50.2,40.83
320,1988,3.0,0.036000000000000004,258.57,32.47,48.56,40.52
321,1988,4.0,0.036000000000000004,259.27,32.06,46.06,39.06
322,1988,5.0,0.037000000000000005,259.43,31.63,46.97,39.3
323,1988,6.0,0.036000000000000004,260.0,29.3,49.22,39.26
324,1988,7.0,0.036000000000000004,260.67,25.93,52.7,39.31
325,1988,8.0,0.04,261.99,25.43,55.51,40.47
326,1988,9.0,0.042,262.73,23.98,62.6,43.29
327,1988,10.0,0.043,263.89,19.91,70.12,45.01
328,1988,11.0,0.051,266.02,19.41,71.23,45.32
329,1988,12.0,0.057999999999999996,269.25,18.4,70.48,44.44
330,1988,13.0,0.065,273.32,18.03,66.85,42.44
331,1988,14.0,0.081,277.58,19.88,64.23,42.05
332,1988,15.0,0.107,281.22,24.19,67.46,45.83
333,1988,16.0,0.141,284.73,28.52,71.71,50.11
334,1988,17.0,0.172,287.09,31.15,80.94,56.04
335,1988,18.0,0.203,288.95,32.41,87.14,59.77
336,1988,19.0,0.23199999999999998,290.07,30.72,93.61,62.16
337,1988,20.0,0.262,291.63,29.68,92.73,61.2
338,1988,21.0,0.289,293.07,28.88,89.71,59.29
339,1988,22.0,0.314,293.7,27.93,88.33,58.13
340,1988,23.0,0.33899999999999997,294.27,29.51,85.99,57.75
341,1988,24.0,0.366,295.27,37.82,81.68,59.75
342,1988,25.0,0.38,295.86,45.01,80.87,62.94
343,1988,26.0,0.387,296.51,50.42,77.75,64.09
344,1988,27.0,0.395,297.26,56.7,72.62,64.66
345,1988,28.0,0.401,297.93,62.62,67.31,64.97
346,1988,29.0,0.39799999999999996,298.48,64.97,63.47,64.22
347,1988,30.0,0.386,298.67,65.41,61.34,63.38
348,1988,31.0,0.37,298.67,64.2,59.58,61.89
349,1988,32.0,0.34700000000000003,298.69,60.58,57.24,58.91
350,1988,33.0,0.32,298.28,54.65,58.72,56.68
351,1988,34.0,0.29100000000000004,296.97,47.91,66.77,57.34
352,1988,35.0,0.266,295.47,43.65,72.28,57.97
353,1988,36.0,0.245,293.8,41.36,74.6,57.98
354,1988,37.0,0.23199999999999998,292.15,42.83,74.84,58.84
355,1988,38.0,0.22399999999999998,290.51,46.22,73.07,59.65
356,1988,39.0,0.225,289.0,53.33,67.05,60.19
357,1988,40.0,0.23,287.61,62.26,58.69,60.48
358,1988,41.0,0.22,284.83,64.09,61.18,62.64
359,1988,42.0,0.21100000000000002,282.24,67.47,58.35,62.91
360,1988,43.0,0.195,279.24,67.34,57.41,62.37
361,1988,44.0,0.172,276.0,63.97,52.35,58.16
362,1988,45.0,0.14300000000000002,273.66,57.02,46.0,51.51
363,1988,46.0,0.11800000000000001,272.25,51.3,39.34,45.32
364,1988,47.0,0.098,270.7,47.72,36.83,42.27
365,1988,48.0,0.084,269.61,46.37,33.75,40.06
366,1988,49.0,0.07400000000000001,268.43,47.18,31.59,39.39
367,1988,50.0,0.065,267.64,45.88,27.42,36.65
368,1988,51.0,0.06,267.19,46.36,24.3,35.33
369,1988,52.0,0.057,267.14,44.99,22.67,33.83
370,1989,1.0,0.055,267.6,45.27,19.3,32.29
371,1989,2.0,0.055999999999999994,268.98,49.27,13.61,31.44
372,1989,3.0,0.057,270.41,49.74,9.81,29.77
373,1989,4.0,0.059000000000000004,271.84,50.22,7.09,28.66
374,1989,5.0,0.062,272.53,50.63,7.32,28.97
375,1989,6.0,0.066,273.67,49.8,9.22,29.51
376,1989,7.0,0.071,275.3,48.5,10.64,29.57
377,1989,8.0,0.077,277.09,46.84,11.65,29.25
378,1989,9.0,0.086,279.31,47.52,12.42,29.97
379,1989,10.0,0.102,281.45,49.64,13.92,31.78
380,1989,11.0,0.11900000000000001,283.58,52.38,12.14,32.26
381,1989,12.0,0.141,285.59,56.91,13.3,35.1
382,1989,13.0,0.16699999999999998,287.6,64.38,14.18,39.28
383,1989,14.0,0.196,289.49,69.34,15.52,42.43
384,1989,15.0,0.226,291.28,71.5,18.88,45.19
385,1989,16.0,0.261,292.87,73.36,24.12,48.74
386,1989,17.0,0.29100000000000004,294.06,74.03,32.69,53.36
387,1989,18.0,0.321,295.14,74.54,41.59,58.07
388,1989,19.0,0.348,295.75,73.09,52.8,62.94
389,1989,20.0,0.368,296.06,70.3,60.95,65.63
390,1989,21.0,0.379,296.73,66.24,62.05,64.15
391,1989,22.0,0.37799999999999995,297.2,57.24,61.86,59.55
392,1989,23.0,0.37,297.37,44.8,62.26,53.53
393,1989,24.0,0.35700000000000004,297.72,32.84,62.11,47.47
394,1989,25.0,0.34700000000000003,298.23,26.77,61.33,44.05
395,1989,26.0,0.342,299.01,25.98,56.82,41.4
396,1989,27.0,0.33299999999999996,299.71,24.27,51.76,38.02
397,1989,28.0,0.317,300.3,21.6,46.86,34.23
398,1989,29.0,0.297,300.91,19.04,41.86,30.45
399,1989,30.0,0.26899999999999996,301.07,15.61,39.54,27.57
400,1989,31.0,0.249,301.54,13.19,34.01,23.6
401,1989,32.0,0.23399999999999999,302.12,10.46,26.46,18.46
402,1989,33.0,0.217,301.55,7.27,28.8,18.04
403,1989,34.0,0.205,300.48,6.96,33.42,20.19
404,1989,35.0,0.193,298.9,8.08,38.04,23.06
405,1989,36.0,0.185,296.71,11.1,43.48,27.29
406,1989,37.0,0.182,294.87,16.48,44.04,30.26
407,1989,38.0,0.183,292.66,24.51,48.67,36.59
408,1989,39.0,0.193,290.72,36.61,47.97,42.29
409,1989,40.0,0.205,288.95,48.83,43.78,46.3
410,1989,41.0,0.209,286.93,58.35,38.67,48.51
411,1989,42.0,0.212,284.78,67.36,33.21,50.28
412,1989,43.0,0.21,282.35,73.81,32.13,52.97
413,1989,44.0,0.203,280.27,78.16,23.88,51.02
414,1989,45.0,0.185,278.47,77.32,18.08,47.7
415,1989,46.0,0.158,275.43,72.54,22.52,47.53
416,1989,47.0,0.133,272.34,68.23,28.87,48.55
417,1989,48.0,0.11199999999999999,269.97,64.68,32.18,48.43
418,1989,49.0,0.09699999999999999,268.42,66.1,31.82,48.96
419,1989,50.0,0.083,266.32,62.62,33.1,47.86
420,1989,51.0,0.073,265.42,58.3,31.2,44.75
421,1989,52.0,0.069,265.67,57.03,27.92,42.48
422,1990,1.0,0.071,266.54,59.91,23.08,41.49
423,1990,2.0,0.075,267.87,65.57,17.15,41.36
424,1990,3.0,0.081,269.59,70.41,11.9,41.16
425,1990,4.0,0.09,271.62,74.62,7.36,40.99
426,1990,5.0,0.1,274.04,79.1,2.9,41.0
427,1990,6.0,0.115,276.66,83.94,0.72,42.33
428,1990,7.0,0.13699999999999998,278.9,90.51,0.45,45.48
429,1990,8.0,0.157,281.02,93.65,0.33,46.99
430,1990,9.0,0.17600000000000002,283.37,95.18,0.31,47.75
431,1990,10.0,0.198,285.79,97.03,0.19,48.61
432,1990,11.0,0.215,286.88,97.7,1.11,49.41
433,1990,12.0,0.231,288.9,97.77,1.7,49.73
434,1990,13.0,0.23800000000000002,290.41,95.5,3.71,49.6
435,1990,14.0,0.244,291.16,89.19,8.5,48.84
436,1990,15.0,0.254,291.39,81.68,18.32,50.0
437,1990,16.0,0.27,291.52,76.45,32.56,54.5
438,1990,17.0,0.299,292.16,76.8,46.98,61.89
439,1990,18.0,0.341,293.28,81.38,57.31,69.35
440,1990,19.0,0.37,294.28,81.38,66.06,73.72
441,1990,20.0,0.389,294.9,78.72,71.28,75.0
442,1990,21.0,0.391,294.95,71.97,77.7,74.84
443,1990,22.0,0.387,294.84,62.1,82.17,72.14
444,1990,23.0,0.382,294.9,52.01,83.06,67.53
445,1990,24.0,0.379,295.07,45.43,84.39,64.91
446,1990,25.0,0.37799999999999995,295.91,44.45,80.87,62.66
447,1990,26.0,0.373,296.69,42.99,76.19,59.59
448,1990,27.0,0.368,297.17,42.71,73.16,57.94
449,1990,28.0,0.363,297.53,44.24,70.19,57.21
450,1990,29.0,0.35100000000000003,297.8,43.7,68.83,56.27
451,1990,30.0,0.33399999999999996,297.83,43.2,68.21,55.7
452,1990,31.0,0.316,297.87,41.51,66.22,53.87
453,1990,32.0,0.304,297.86,41.58,64.33,52.95
454,1990,33.0,0.293,297.53,42.18,65.34,53.76
455,1990,34.0,0.281,296.85,43.42,67.92,55.67
456,1990,35.0,0.266,295.76,44.29,69.68,56.99
457,1990,36.0,0.252,294.41,45.1,68.85,56.98
458,1990,37.0,0.23800000000000002,292.97,46.0,66.68,56.34
459,1990,38.0,0.225,291.72,46.56,60.45,53.5
460,1990,39.0,0.215,290.36,48.24,52.95,50.59
